Sale_ID,Sale_Date,Employee_ID,Customer_ID,Product_ID,Quantity,Unit_Price,Gross_Sales,Region_Code
S502883,7/31/2026 0:00,E1079,C2330,P3022,9,19428.07,171272.45,R02
S502884,4/19/2026 0:00,E1079,C2382,P3032,9,66344.43,584032.28,R02
S502885,1/20/2026 0:00,E1060,C2246,P3059,1,17588.05,17634.21,R02
S502886,3/14/2026 0:00,E1029,C2272,P3022,6,19428.07,105688.91,R04
S502887,6/16/2026 0:00,E1119,C2403,P3027,7,3495.09,23706.21,R06
S502888,1/4/2026 0:00,E1068,C2157,P3046,2,7391.26,14288.87,R05
S502889,8/31/2026 0:00,E1011,C2116,P3015,10,13790.91,133629.42,R01
S502890,9/3/2026 0:00,E1088,C2435,P3060,8,29470.22,246838.71,R04
S502891,1/19/2026 0:00,E1079,C2018,P3044,8,31924.43,235191.56,R02
S502892,4/12/2026 0:00,E1060,C2442,P3051,6,55331.31,333171.22,R02
S502893,8/7/2026 0:00,E1075,C2172,P3022,9,19428.07,167910.88,R05
S502894,6/22/2026 0:00,E1099,C2016,P3028,3,47578.07,139416.92,R01
S502895,6/20/2026 0:00,E1015,C2449,P3042,2,20791.75,42180.6,R02
S502896,5/21/2026 0:00,E1114,C2240,P3038,2,67526.73,124736.23,R05
S502897,5/21/2026 0:00,E1086,C2386,P3060,6,29470.22,179391.91,R02
S502898,7/7/2026 0:00,E1016,C2056,P3057,7,45630.28,290840.44,R02
S502899,7/4/2026 0:00,E1098,C2079,P3009,6,23520.25,137240.15,R03
S502900,3/27/2026 0:00,E1034,C2103,P3034,11,16100.35,179107.01,R06
S502901,8/8/2026 0:00,E1018,C2284,P3036,3,30974.38,86314.7,R04
S502902,2/21/2026 0:00,E1025,C2193,P3009,5,23520.25,119440.22,R03
S502903,4/21/2026 0:00,E1031,C2005,P3015,8,13790.91,102055.15,R04
S502904,6/30/2026 0:00,E1064,C2106,P3045,6,50149.35,306879.66,R02
S502905,4/19/2026 0:00,E1014,C2278,P3020,2,8239.05,15989.37,R02
S502906,3/27/2026 0:00,E1064,C2373,P3008,7,40552.31,284631.4,R02
S502907,2/12/2026 0:00,E1049,C2100,P3058,8,41115.63,341296.23,R04
S502908,7/30/2026 0:00,E1114,C2238,P3028,4,47578.07,182940.2,R05
S502909,7/19/2026 0:00,E1017,C2269,P3051,1,55331.31,51731.66,R02
S502910,9/1/2026 0:00,E1068,C2321,P3019,2,53251.21,109705.44,R05
S502911,7/19/2026 0:00,E1083,C2400,P3057,4,45630.28,168693.78,R02
S502912,2/11/2026 0:00,E1098,C2086,P3016,7,51163.56,356254.42,R03
S502913,3/31/2026 0:00,E1045,C2320,P3011,2,53782.26,111704.46,R02
S502914,8/28/2026 0:00,E1009,C2032,P3042,6,20791.75,124895.15,R04
S502915,4/25/2026 0:00,E1118,C2336,P3008,2,40552.31,75374.75,R02
S502916,1/26/2026 0:00,E1004,C2051,P3033,7,17298.96,111749.52,R04
S502917,5/31/2026 0:00,E1013,C2079,P3010,2,45872.45,86042.57,R05
S502918,2/12/2026 0:00,E1086,C2186,P3018,3,39505.96,113624.4,R02
S502919,3/18/2026 0:00,E1017,C2174,P3035,9,45920.83,381825.49,R02
S502920,6/5/2026 0:00,E1080,C2436,P3043,4,61740.42,251819.94,R01
S502921,5/17/2026 0:00,E1082,C2106,P3050,5,12809.06,61070.74,R04
S502922,1/20/2026 0:00,E1061,C2063,P3003,9,36568.91,342420.93,R03
S502923,7/3/2026 0:00,E1119,C2076,P3040,7,17956.07,129007.46,R06
S502924,7/30/2026 0:00,E1051,C2316,P3027,8,3495.09,28976.33,R06
S502925,8/28/2026 0:00,E1065,C2321,P3059,11,17588.05,182667.96,R02
S502926,2/8/2026 0:00,E1064,C2373,P3028,3,47578.07,140744.46,R02
S502927,6/28/2026 0:00,E1109,C2081,P3046,11,7391.26,77093.74,R02
S502928,1/12/2026 0:00,E1051,C2361,P3006,11,23219.92,239721.64,R06
S502929,7/26/2026 0:00,E1053,C2128,P3047,4,46883.48,185857.93,R06
S502930,8/11/2026 0:00,E1120,C2183,P3014,7,9360.99,67014.35,R04
S502931,7/2/2026 0:00,E1034,C2243,P3007,4,60276.19,220379.32,R06
S502932,7/25/2026 0:00,E1031,C2185,P3010,2,45872.45,86365.47,R04
S502933,1/11/2026 0:00,E1061,C2220,P3015,10,13790.91,128361.67,R03
S502934,6/3/2026 0:00,E1078,C2071,P3031,6,61484.37,376193.05,R01
S502935,2/11/2026 0:00,E1016,C2342,P3029,9,71367.4,668002.6,R02
S502936,6/4/2026 0:00,E1084,C2154,P3042,2,20791.75,37923.79,R01
S502937,1/11/2026 0:00,E1094,C2245,P3054,1,7404.66,7085.39,R04
S502938,2/7/2026 0:00,E1024,C2140,P3017,8,13812.52,114608.15,R02
S502939,4/8/2026 0:00,E1080,C2071,P3059,1,17588.05,16738.47,R01
S502940,6/20/2026 0:00,E1096,C2046,P3051,1,55331.31,55713.05,R03
S502941,1/19/2026 0:00,E1099,C2047,P3029,3,71367.4,195924.91,R01
S502942,7/11/2026 0:00,E1047,C2079,P3049,5,44098.98,213143.19,R02
S502943,5/14/2026 0:00,E1064,C2422,P3044,9,31924.43,280279.13,R02
S502944,6/23/2026 0:00,E1081,C2149,P3015,11,13790.91,153770.66,R06
S502945,4/26/2026 0:00,E1073,C2398,P3026,10,41379.43,390341.97,R01
S502946,8/18/2026 0:00,E1016,C2130,P3012,2,20628.64,38766.51,R02
S502947,4/23/2026 0:00,E1118,C2127,P3025,1,60497.94,57197.48,R02
S502948,6/19/2026 0:00,E1108,C2365,P3041,1,58594.28,57618.95,R05
S502949,8/8/2026 0:00,E1048,C2119,P3005,8,21544.25,177766.03,R04
S502950,3/6/2026 0:00,E1066,C2357,P3004,10,19444.05,199231.75,R04
S502951,4/9/2026 0:00,E1104,C2417,P3044,10,31924.43,290094.69,R04
S502952,8/20/2026 0:00,E1048,C2262,P3048,10,34019.63,351029.26,R04
S502953,3/13/2026 0:00,E1058,C2244,P3041,2,58594.28,107141.56,R02
S502954,7/6/2026 0:00,E1120,C2382,P3057,9,45630.28,395191.07,R04
S502955,2/21/2026 0:00,E1046,C2103,P3031,9,61484.37,561554.95,R04
S502956,4/28/2026 0:00,E1077,C2037,P3003,2,36568.91,66718.27,R05
S502957,6/24/2026 0:00,E1030,C2142,P3053,3,16451.3,44717.59,R01
S502958,4/30/2026 0:00,E1097,C2037,P3003,2,36568.91,69444.31,R04
S502959,1/7/2026 0:00,E1064,C2008,P3026,6,41379.43,250632.44,R02
S502960,1/11/2026 0:00,E1091,C2231,P3050,7,12809.06,87714.45,R01
S502961,4/13/2026 0:00,E1054,C2333,P3017,6,13812.52,79771.47,R06
S502962,3/2/2026 0:00,E1056,C2397,P3060,3,29470.22,90352.25,R06
S502963,3/9/2026 0:00,E1090,C2296,P3010,3,45872.45,139682.49,R03
S502964,6/2/2026 0:00,E1059,C2107,P3002,2,7831.21,15942.88,R01
S502965,5/20/2026 0:00,E1085,C2348,P3024,2,36395.04,70530.6,R02
S502966,6/3/2026 0:00,E1068,C2442,P3011,11,53782.26,534170.31,R05
S502967,4/12/2026 0:00,E1023,C2018,P3024,5,36395.04,168476.38,R02
S502968,4/20/2026 0:00,E1021,C2313,P3035,11,45920.83,510784.08,R04
S502969,5/20/2026 0:00,E1034,C2083,P3023,11,72228.78,804826.24,R06
S502970,6/20/2026 0:00,E1074,C2422,P3032,8,66344.43,555087.81,R05
S502971,2/20/2026 0:00,E1026,C2288,P3023,6,72228.78,402398.66,R05
S502972,4/27/2026 0:00,E1048,C2194,P3034,9,16100.35,133084.71,R04
S502973,6/14/2026 0:00,E1075,C2215,P3041,11,58594.28,593501.63,R05
S502974,2/15/2026 0:00,E1100,C2281,P3019,5,53251.21,247010.59,R01
S502975,2/22/2026 0:00,E1059,C2220,P3002,10,7831.21,76688.71,R01
S502976,3/29/2026 0:00,E1089,C2442,P3060,4,29470.22,123336.61,R06
S502977,7/27/2026 0:00,E1006,C2289,P3051,9,55331.31,492212.53,R02
S502978,5/1/2026 0:00,E1057,C2344,P3002,10,7831.21,76620.81,R01
S502979,1/13/2026 0:00,E1063,C2194,P3015,11,13790.91,151852.23,R05
S502980,3/30/2026 0:00,E1091,C2158,P3056,5,48237.37,219742.82,R01
S502981,5/5/2026 0:00,E1009,C2104,P3021,1,42656.59,43607.97,R04
S502982,4/28/2026 0:00,E1017,C2034,P3035,5,45920.83,228922.67,R02
S502983,2/23/2026 0:00,E1120,C2102,P3005,5,21544.25,99715.27,R04
S502984,7/4/2026 0:00,E1050,C2127,P3043,5,61740.42,307037.37,R02
S502985,4/26/2026 0:00,E1111,C2214,P3027,2,3495.09,6916.3,R02
S502986,4/28/2026 0:00,E1118,C2325,P3024,6,36395.04,198657.51,R02
S502987,1/4/2026 0:00,E1063,C2432,P3007,5,60276.19,283310.1,R05
S502988,3/16/2026 0:00,E1016,C2296,P3006,2,23219.92,44519.15,R02
S502989,8/12/2026 0:00,E1067,C2179,P3046,10,7391.26,69236.39,R01
S502990,2/18/2026 0:00,E1023,C2080,P3033,8,17298.96,129600.25,R02
S502991,1/7/2026 0:00,E1004,C2141,P3058,6,41115.63,243225.83,R04
S502992,4/20/2026 0:00,E1104,C2031,P3049,11,44098.98,470841.17,R04
S502993,5/2/2026 0:00,E1056,C2372,P3017,10,13812.52,138138.16,R06
S502994,1/11/2026 0:00,E1015,C2423,P3046,11,7391.26,84837.41,R02
S502995,4/2/2026 0:00,E1037,C2063,P3042,3,20791.75,62318.08,R02
S502996,7/1/2026 0:00,E1084,C2048,P3030,9,45220.48,401821.48,R01
S502997,8/21/2026 0:00,E1113,C2087,P3008,11,40552.31,458179.19,R06
S502998,8/3/2026 0:00,E1107,C2304,P3040,11,17956.07,196491.85,R03
S502999,6/22/2026 0:00,E1084,C2061,P3046,4,7391.26,27342.76,R01
S503000,1/23/2026 0:00,E1069,C2396,P3007,3,60276.19,171283.05,R01
S503001,8/30/2026 0:00,E1011,C2334,P3006,7,23219.92,164165.49,R01
S503002,1/28/2026 0:00,E1051,C2440,P3004,8,19444.05,157225.73,R06
S503003,8/23/2026 0:00,E1105,C2274,P3001,7,26533.8,194661.49,R06
S503004,4/21/2026 0:00,E1113,C2411,P3015,1,13790.91,13708.8,R06
S503005,2/26/2026 0:00,E1067,C2284,P3031,1,61484.37,63632.13,R01
S503006,1/26/2026 0:00,E1093,C2080,P3025,5,60497.94,274717.23,R05
S503007,6/2/2026 0:00,E1059,C2180,P3047,8,46883.48,369416.82,R01
S503008,2/23/2026 0:00,E1028,C2272,P3033,10,17298.96,179559.26,R04
S503009,1/29/2026 0:00,E1077,C2077,P3052,11,64744.08,671652.04,R05
S503010,7/30/2026 0:00,E1115,C2442,P3035,3,45920.83,127186.67,R04
S503011,4/7/2026 0:00,E1006,C2221,P3055,8,2016.98,15370.62,R02
S503012,6/13/2026 0:00,E1073,C2393,P3005,3,21544.25,65850.14,R01
S503013,1/14/2026 0:00,E1085,C2282,P3005,4,21544.25,78654.19,R02
S503014,3/19/2026 0:00,E1059,C2028,P3036,10,30974.38,306662.1,R01
S503015,2/4/2026 0:00,E1095,C2361,P3017,7,13812.52,88985.96,R05
S503016,1/30/2026 0:00,E1016,C2077,P3053,3,16451.3,47642.79,R02
S503017,4/2/2026 0:00,E1101,C2164,P3052,4,64744.08,270603.46,R01
S503018,1/17/2026 0:00,E1113,C2009,P3014,8,9360.99,69591.22,R06
S503019,7/14/2026 0:00,E1103,C2175,P3058,4,41115.63,148855.44,R02
S503020,7/27/2026 0:00,E1078,C2307,P3029,9,71367.4,619235.27,R01
S503021,8/26/2026 0:00,E1031,C2076,P3008,4,40552.31,160044.45,R04
S503022,6/7/2026 0:00,E1021,C2245,P3034,4,16100.35,60835.34,R04
S503023,9/1/2026 0:00,E1038,C2122,P3040,5,17956.07,88098.33,R01
S503024,4/3/2026 0:00,E1004,C2185,P3001,1,26533.8,27675.03,R04
S503025,6/22/2026 0:00,E1075,C2032,P3029,7,71367.4,472977.4,R05
S503026,3/20/2026 0:00,E1043,C2023,P3036,9,30974.38,263831.3,R01
S503027,4/20/2026 0:00,E1041,C2250,P3051,9,55331.31,484245.05,R01
S503028,9/5/2026 0:00,E1027,C2057,P3037,1,63029.63,61598.7,R02
S503029,8/5/2026 0:00,E1003,C2310,P3029,6,71367.4,385471.69,R05
S503030,6/28/2026 0:00,E1024,C2372,P3005,3,21544.25,64140.33,R02
S503031,4/12/2026 0:00,E1024,C2144,P3053,4,16451.3,69069.37,R02
S503032,4/16/2026 0:00,E1087,C2318,P3032,8,66344.43,500927.63,R05
S503033,2/16/2026 0:00,E1017,C2084,P3060,4,29470.22,117246.86,R02
S503034,6/30/2026 0:00,E1010,C2056,P3052,8,64744.08,466516.45,R05
S503035,3/5/2026 0:00,E1014,C2279,P3024,4,36395.04,144218.84,R02
S503036,9/3/2026 0:00,E1029,C2273,P3019,9,53251.21,463474.15,R04
S503037,9/1/2026 0:00,E1028,C2166,P3012,6,20628.64,121239.96,R04
S503038,6/15/2026 0:00,E1053,C2158,P3052,1,64744.08,63551.87,R06
S503039,3/5/2026 0:00,E1066,C2249,P3001,10,26533.8,245847.05,R04
S503040,3/28/2026 0:00,E1054,C2186,P3007,2,60276.19,122420.37,R06
S503041,8/5/2026 0:00,E1083,C2078,P3017,7,13812.52,95074.93,R02
S503042,8/22/2026 0:00,E1039,C2022,P3034,10,16100.35,151428.49,R04
S503043,1/7/2026 0:00,E1102,C2108,P3043,7,61740.42,449732.69,R04
S503044,1/22/2026 0:00,E1067,C2273,P3007,3,60276.19,163092.19,R01
S503045,3/22/2026 0:00,E1019,C2252,P3017,1,13812.52,13935.32,R03
S503046,7/29/2026 0:00,E1065,C2015,P3059,8,17588.05,134680.18,R02
S503047,8/29/2026 0:00,E1053,C2370,P3003,10,36568.91,357783.53,R06
S503048,6/18/2026 0:00,E1010,C2304,P3029,11,71367.4,740864.34,R05
S503049,3/15/2026 0:00,E1014,C2160,P3022,11,19428.07,202636.05,R02
S503050,5/18/2026 0:00,E1042,C2205,P3038,10,67526.73,609276.76,R03
S503051,7/4/2026 0:00,E1057,C2113,P3054,7,7404.66,52323.83,R01
S503052,5/15/2026 0:00,E1111,C2168,P3043,10,61740.42,621491.27,R02
S503053,8/28/2026 0:00,E1081,C2353,P3029,8,71367.4,569885.09,R06
S503054,5/5/2026 0:00,E1045,C2253,P3050,1,12809.06,13215.01,R02
S503055,2/19/2026 0:00,E1046,C2441,P3050,3,12809.06,39779.44,R04
S503056,8/18/2026 0:00,E1112,C2186,P3054,2,7404.66,14564.47,R02
S503057,8/7/2026 0:00,E1070,C2347,P3042,1,20791.75,20848.38,R06
S503058,2/21/2026 0:00,E1034,C2227,P3005,5,21544.25,97126.84,R06
S503059,6/10/2026 0:00,E1025,C2016,P3030,3,45220.48,139317.71,R03
S503060,1/1/2026 0:00,E1037,C2156,P3023,10,72228.78,738511.84,R02
S503061,8/24/2026 0:00,E1117,C2354,P3055,8,2016.98,14571.27,R05
S503062,6/30/2026 0:00,E1107,C2111,P3021,6,42656.59,251185.15,R03
S503063,7/7/2026 0:00,E1011,C2001,P3056,10,48237.37,499738.35,R01
S503064,6/11/2026 0:00,E1102,C2041,P3026,9,41379.43,345306.12,R04
S503065,1/4/2026 0:00,E1021,C2048,P3054,9,7404.66,63502.89,R04
S503066,5/25/2026 0:00,E1107,C2415,P3047,11,46883.48,489756.02,R03
S503067,5/12/2026 0:00,E1111,C2420,P3021,6,42656.59,244010.47,R02
S503068,6/20/2026 0:00,E1110,C2108,P3020,2,8239.05,14933.82,R01
S503069,9/3/2026 0:00,E1077,C2161,P3023,9,72228.78,612259.81,R05
S503070,8/6/2026 0:00,E1013,C2161,P3004,2,19444.05,36719.25,R05
S503071,1/4/2026 0:00,E1064,C2359,P3021,3,42656.59,131793.61,R02
S503072,1/1/2026 0:00,E1019,C2128,P3021,6,42656.59,243863.65,R03
S503073,3/12/2026 0:00,E1096,C2210,P3001,2,26533.8,51320.75,R03
S503074,8/10/2026 0:00,E1110,C2151,P3015,5,13790.91,65997.14,R01
S503075,6/27/2026 0:00,E1114,C2444,P3017,2,13812.52,25362.58,R05
S503076,7/20/2026 0:00,E1103,C2255,P3051,4,55331.31,232071.36,R02
S503077,7/8/2026 0:00,E1065,C2218,P3014,11,9360.99,105429.19,R02
S503078,2/4/2026 0:00,E1086,C2030,P3059,11,17588.05,189819.36,R02
S503079,1/8/2026 0:00,E1026,C2045,P3019,3,53251.21,155193.41,R05
S503080,6/1/2026 0:00,E1013,C2080,P3050,5,12809.06,63878.03,R05
S503081,7/30/2026 0:00,E1022,C2039,P3060,6,29470.22,167797.19,R01
S503082,2/5/2026 0:00,E1026,C2240,P3034,7,16100.35,102282.26,R05
S503083,6/27/2026 0:00,E1012,C2045,P3006,10,23219.92,223061.59,R06
S503084,9/1/2026 0:00,E1066,C2078,P3045,8,50149.35,420290.32,R04
S503085,5/3/2026 0:00,E1075,C2337,P3049,9,44098.98,368057.5,R05
S503086,2/12/2026 0:00,E1052,C2396,P3006,4,23219.92,90943.68,R05
S503087,1/27/2026 0:00,E1064,C2349,P3053,4,16451.3,59308.79,R02
S503088,2/1/2026 0:00,E1091,C2288,P3054,7,7404.66,47598.14,R01
S503089,3/19/2026 0:00,E1101,C2440,P3005,10,21544.25,212874.16,R01
S503090,5/1/2026 0:00,E1118,C2280,P3007,10,60276.19,569376.18,R02
S503091,5/26/2026 0:00,E1098,C2116,P3033,11,17298.96,197110.91,R03
S503092,6/5/2026 0:00,E1051,C2269,P3013,9,31162.8,269506.15,R06
S503093,6/6/2026 0:00,E1015,C2404,P3051,11,55331.31,566772.74,R02
S503094,1/16/2026 0:00,E1002,C2335,P3054,2,7404.66,14540.36,R06
S503095,4/9/2026 0:00,E1083,C2312,P3001,11,26533.8,297489.18,R02
S503096,2/16/2026 0:00,E1026,C2053,P3013,6,31162.8,168823.77,R05
S503097,7/6/2026 0:00,E1061,C2068,P3043,10,61740.42,602480.32,R03
S503098,1/31/2026 0:00,E1074,C2182,P3027,10,3495.09,35510.6,R05
S503099,1/4/2026 0:00,E1071,C2034,P3007,8,60276.19,441481.28,R05
S503100,6/14/2026 0:00,E1006,C2284,P3052,5,64744.08,335186.5,R02
S503101,1/17/2026 0:00,E1107,C2306,P3003,5,36568.91,171814.93,R03
S503102,2/8/2026 0:00,E1101,C2386,P3058,8,41115.63,304449.91,R01
S503103,2/17/2026 0:00,E1020,C2249,P3025,1,60497.94,59795.46,R02
S503104,6/23/2026 0:00,E1024,C2111,P3033,6,17298.96,96139.46,R02
S503105,8/6/2026 0:00,E1010,C2094,P3040,10,17956.07,179911.78,R05
S503106,6/25/2026 0:00,E1120,C2410,P3017,9,13812.52,121020.3,R04
S503107,2/8/2026 0:00,E1096,C2179,P3045,6,50149.35,275769.29,R03
S503108,8/21/2026 0:00,E1052,C2047,P3014,7,9360.99,67943.14,R05
S503109,5/12/2026 0:00,E1017,C2282,P3037,4,63029.63,252365.8,R02
S503110,1/30/2026 0:00,E1034,C2340,P3058,10,41115.63,403713.94,R06
S503111,6/7/2026 0:00,E1003,C2362,P3056,1,48237.37,46122.21,R05
S503112,1/22/2026 0:00,E1015,C2092,P3054,9,7404.66,61325.84,R02
S503113,7/22/2026 0:00,E1112,C2376,P3023,6,72228.78,436028.28,R02
S503114,3/7/2026 0:00,E1002,C2212,P3059,3,17588.05,53927.51,R06
S503115,4/18/2026 0:00,E1092,C2075,P3024,4,36395.04,133769.65,R05
S503116,1/12/2026 0:00,E1060,C2378,P3029,10,71367.4,695250.61,R02
S503117,8/10/2026 0:00,E1091,C2202,P3038,6,67526.73,394110.41,R01
S503118,2/5/2026 0:00,E1017,C2445,P3059,6,17588.05,100514.31,R02
S503119,1/18/2026 0:00,E1081,C2407,P3054,9,7404.66,67868.24,R06
S503120,3/31/2026 0:00,E1092,C2421,P3027,4,3495.09,12791.04,R05
S503121,6/30/2026 0:00,E1049,C2297,P3038,5,67526.73,314253.49,R04
S503122,7/18/2026 0:00,E1046,C2308,P3053,5,16451.3,74050.63,R04
S503123,1/1/2026 0:00,E1082,C2211,P3040,3,17956.07,51495.2,R04
S503124,5/7/2026 0:00,E1015,C2338,P3045,2,50149.35,94649.55,R02
S503125,7/5/2026 0:00,E1095,C2433,P3050,8,12809.06,105551.69,R05
S503126,3/31/2026 0:00,E1025,C2411,P3023,10,72228.78,730862.47,R03
S503127,3/28/2026 0:00,E1113,C2134,P3031,9,61484.37,505034.92,R06
S503128,3/31/2026 0:00,E1057,C2330,P3036,10,30974.38,313195.4,R01
S503129,8/25/2026 0:00,E1016,C2066,P3017,11,13812.52,152136.76,R02
S503130,5/14/2026 0:00,E1085,C2280,P3037,9,63029.63,534511.92,R02
S503131,3/11/2026 0:00,E1074,C2422,P3003,5,36568.91,164984.13,R05
S503132,2/13/2026 0:00,E1035,C2028,P3036,11,30974.38,312532.05,R06
S503133,7/19/2026 0:00,E1003,C2412,P3055,9,2016.98,17018.11,R05
S503134,6/1/2026 0:00,E1028,C2117,P3005,4,21544.25,88115.41,R04
S503135,3/27/2026 0:00,E1076,C2370,P3046,2,7391.26,14336.04,R05
S503136,1/19/2026 0:00,E1101,C2450,P3015,3,13790.91,42934.94,R01
S503137,4/11/2026 0:00,E1089,C2317,P3052,1,64744.08,65933.58,R06
S503138,5/26/2026 0:00,E1115,C2430,P3049,5,44098.98,207941.29,R04
S503139,4/5/2026 0:00,E1074,C2325,P3006,1,23219.92,23842.31,R05
S503140,4/11/2026 0:00,E1094,C2114,P3059,11,17588.05,177509.08,R04
S503141,1/30/2026 0:00,E1024,C2075,P3010,1,45872.45,41533.72,R02
S503142,6/19/2026 0:00,E1070,C2202,P3054,11,7404.66,80741.06,R06
S503143,2/2/2026 0:00,E1015,C2427,P3032,11,66344.43,694219.89,R02
S503144,7/21/2026 0:00,E1065,C2059,P3023,7,72228.78,480025.03,R02
S503145,8/17/2026 0:00,E1119,C2386,P3048,2,34019.63,68248.9,R06
S503146,1/12/2026 0:00,E1108,C2015,P3017,8,13812.52,113540.64,R05
S503147,4/28/2026 0:00,E1095,C2231,P3046,6,7391.26,42055.96,R05
S503148,4/4/2026 0:00,E1067,C2105,P3020,4,8239.05,31267.26,R01
S503149,6/4/2026 0:00,E1070,C2165,P3044,9,31924.43,281595.78,R06
S503150,6/16/2026 0:00,E1065,C2199,P3041,10,58594.28,584757.75,R02
S503151,5/17/2026 0:00,E1098,C2404,P3015,8,13790.91,102652.46,R03
S503152,9/3/2026 0:00,E1099,C2354,P3044,10,31924.43,331025.01,R01
S503153,5/29/2026 0:00,E1115,C2035,P3046,3,7391.26,22133.04,R04
S503154,3/17/2026 0:00,E1092,C2162,P3058,3,41115.63,122578.97,R05
S503155,9/4/2026 0:00,E1083,C2245,P3022,4,19428.07,80481.12,R02
S503156,1/29/2026 0:00,E1105,C2287,P3050,9,12809.06,119442.02,R06
S503157,6/10/2026 0:00,E1089,C2383,P3052,9,64744.08,536274.74,R06
S503158,8/23/2026 0:00,E1066,C2019,P3006,5,23219.92,107016.12,R04
S503159,7/9/2026 0:00,E1033,C2280,P3004,9,19444.05,177497.55,R01
S503160,4/27/2026 0:00,E1118,C2340,P3058,6,41115.63,257432.85,R02
S503161,1/15/2026 0:00,E1081,C2423,P3023,8,72228.78,577816.98,R06
S503162,1/2/2026 0:00,E1014,C2348,P3044,11,31924.43,337718.11,R02
S503163,6/29/2026 0:00,E1068,C2182,P3045,8,50149.35,402206.2,R05
S503164,8/19/2026 0:00,E1020,C2423,P3019,10,53251.21,497537.63,R02
S503165,4/27/2026 0:00,E1025,C2401,P3054,7,7404.66,54408.44,R03
S503166,6/21/2026 0:00,E1111,C2147,P3045,4,50149.35,193508.85,R02
S503167,7/1/2026 0:00,E1090,C2374,P3031,4,61484.37,255714.21,R03
S503168,1/18/2026 0:00,E1012,C2176,P3044,6,31924.43,184769.61,R06
S503169,1/3/2026 0:00,E1061,C2163,P3052,9,64744.08,605550.65,R03
S503170,5/15/2026 0:00,E1088,C2416,P3003,7,36568.91,243273.57,R04
S503171,6/20/2026 0:00,E1016,C2175,P3028,5,47578.07,241240.19,R02
S503172,7/29/2026 0:00,E1011,C2047,P3003,5,36568.91,190642.93,R01
S503173,8/24/2026 0:00,E1043,C2256,P3014,8,9360.99,74655.55,R01
S503174,6/15/2026 0:00,E1028,C2448,P3018,6,39505.96,237423.26,R04
S503175,6/14/2026 0:00,E1062,C2174,P3027,1,3495.09,3199.52,R02
S503176,7/5/2026 0:00,E1075,C2103,P3051,1,55331.31,53734.06,R05
S503177,6/10/2026 0:00,E1054,C2121,P3060,9,29470.22,273988.17,R06
S503178,4/18/2026 0:00,E1029,C2419,P3010,8,45872.45,343542.99,R04
S503179,7/6/2026 0:00,E1067,C2350,P3049,6,44098.98,269423.9,R01
S503180,4/5/2026 0:00,E1018,C2145,P3015,1,13790.91,13809.62,R04
S503181,5/2/2026 0:00,E1097,C2042,P3019,2,53251.21,99414.46,R04
S503182,1/11/2026 0:00,E1046,C2367,P3009,10,23520.25,221659.23,R04
S503183,3/9/2026 0:00,E1011,C2029,P3004,3,19444.05,56240.02,R01
S503184,5/3/2026 0:00,E1065,C2380,P3015,10,13790.91,126706.66,R02
S503185,7/29/2026 0:00,E1103,C2273,P3051,3,55331.31,172136.65,R02
S503186,7/15/2026 0:00,E1095,C2014,P3048,2,34019.63,68781.14,R05
S503187,4/23/2026 0:00,E1084,C2408,P3008,2,40552.31,77434.2,R01
S503188,4/8/2026 0:00,E1049,C2441,P3049,6,44098.98,250027.94,R04
S503189,4/3/2026 0:00,E1039,C2306,P3053,7,16451.3,115554.88,R04
S503190,8/4/2026 0:00,E1105,C2313,P3001,4,26533.8,102275.4,R06
S503191,1/22/2026 0:00,E1115,C2189,P3007,1,60276.19,56322.1,R04
S503192,7/13/2026 0:00,E1072,C2360,P3053,6,16451.3,95205.91,R02
S503193,6/21/2026 0:00,E1106,C2295,P3031,7,61484.37,443601.23,R02
S503194,5/7/2026 0:00,E1078,C2183,P3018,4,39505.96,143847.68,R01
S503195,5/14/2026 0:00,E1055,C2352,P3012,6,20628.64,118233.51,R04
S503196,6/19/2026 0:00,E1080,C2036,P3048,9,34019.63,319755.88,R01
S503197,1/25/2026 0:00,E1046,C2370,P3030,4,45220.48,163196.15,R04
S503198,9/4/2026 0:00,E1076,C2037,P3033,10,17298.96,178801.37,R05
S503199,7/4/2026 0:00,E1056,C2014,P3059,4,17588.05,67272.54,R06
S503200,3/26/2026 0:00,E1021,C2411,P3047,10,46883.48,435279.23,R04
S503201,2/24/2026 0:00,E1081,C2123,P3007,5,60276.19,271920.05,R06
S503202,5/24/2026 0:00,E1032,C2083,P3028,3,47578.07,129970.69,R02
S503203,4/5/2026 0:00,E1008,C2159,P3049,10,44098.98,408258,R06
S503204,5/22/2026 0:00,E1060,C2329,P3003,2,36568.91,66102.79,R02
S503205,6/16/2026 0:00,E1107,C2102,P3043,9,61740.42,528090.34,R03
S503206,6/5/2026 0:00,E1011,C2337,P3006,1,23219.92,21054.29,R01
S503207,8/12/2026 0:00,E1011,C2083,P3031,5,61484.37,308600.02,R01
S503208,8/8/2026 0:00,E1114,C2044,P3038,5,67526.73,345343.87,R05
S503209,6/28/2026 0:00,E1041,C2068,P3015,8,13790.91,113981.27,R01
S503210,4/29/2026 0:00,E1029,C2048,P3007,6,60276.19,355280.85,R04
S503211,6/26/2026 0:00,E1031,C2057,P3043,6,61740.42,385992.37,R04
S503212,1/9/2026 0:00,E1038,C2075,P3030,6,45220.48,244420.35,R01
S503213,7/5/2026 0:00,E1069,C2022,P3027,4,3495.09,12863.37,R01
