Order_ID,Order_Date,Employee_ID,Customer_ID,Product_ID,Quantity,Region_Code,Order_Value
S502745,2026-05-30 00:00:00,E1091,C2245,P3024,9,R01,322855.91
S502746,2026-09-05 00:00:00,E1020,C2336,P3030,6,R02,263722.45
S502747,2026-07-17 00:00:00,E1032,C2191,P3008,3,R02,116458.15
S502748,2026-02-05 00:00:00,E1027,C2298,P3022,6,R02,110302.69
S502749,2026-06-22 00:00:00,E1044,C2320,P3025,7,R06,420414.16
S502750,2026-06-13 00:00:00,E1043,C2182,P3060,7,R01,201306.91
S502751,2026-01-22 00:00:00,E1102,C2334,P3010,8,R04,348078.82
S502752,2026-07-25 00:00:00,E1024,C2383,P3049,4,R02,164179.47
S502753,2026-05-07 00:00:00,E1049,C2205,P3029,1,R04,72521.43
S502754,2026-03-21 00:00:00,E1014,C2361,P3040,6,R02,109886.54
S502755,2026-07-08 00:00:00,E1091,C2199,P3054,8,R01,55213.19
S502756,2026-04-10 00:00:00,E1068,C2332,P3001,5,R05,124609.01
S502757,2026-07-03 00:00:00,E1068,C2165,P3052,3,R05,181776.41
S502758,2026-08-05 00:00:00,E1017,C2242,P3021,4,R02,176203.36
S502759,2026-04-06 00:00:00,E1075,C2388,P3039,8,R05,216785.04
S502760,2026-06-10 00:00:00,E1029,C2130,P3024,6,R04,198975.91
S502761,2026-06-22 00:00:00,E1079,C2227,P3009,5,R02,120529.51
S502762,2026-06-13 00:00:00,E1036,C2122,P3060,9,R05,240174.92
S502763,2026-05-28 00:00:00,E1043,C2044,P3044,10,R01,299444.76
S502764,2026-01-18 00:00:00,E1079,C2023,P3054,3,R02,23054.75
S502765,2026-02-07 00:00:00,E1032,C2196,P3026,7,R02,298244.22
S502766,2026-07-14 00:00:00,E1087,C2358,P3009,9,R05,215326.4
S502767,2026-05-31 00:00:00,E1033,C2204,P3020,11,R01,87786.69
S502768,2026-08-12 00:00:00,E1056,C2318,P3056,11,R06,503131.85
S502769,2026-04-19 00:00:00,E1100,C2257,P3035,4,R01,189603.78
S502770,2026-05-03 00:00:00,E1074,C2017,P3036,10,R05,309298.11
S502771,2026-05-24 00:00:00,E1061,C2272,P3042,10,R03,196341.97
S502772,2026-07-06 00:00:00,E1043,C2009,P3036,3,R01,90087.07
S502773,2026-07-16 00:00:00,E1114,C2249,P3054,1,R05,7643.28
S502774,2026-07-15 00:00:00,E1068,C2437,P3009,9,R05,219200.85
S502775,2026-05-29 00:00:00,E1104,C2201,P3022,1,R04,19406.61
S502776,2026-04-14 00:00:00,E1098,C2059,P3001,2,R03,53592.09
S502777,2026-08-31 00:00:00,E1056,C2375,P3005,9,R06,175651.39
S502778,2026-07-25 00:00:00,E1042,C2393,P3009,5,R03,116506.39
S502779,2026-08-19 00:00:00,E1029,C2140,P3037,4,R04,252962.84
S502780,2026-08-11 00:00:00,E1038,C2119,P3038,9,R01,548824.12
S502781,2026-07-25 00:00:00,E1107,C2041,P3019,9,R03,491999.09
S502782,2026-07-17 00:00:00,E1067,C2399,P3008,2,R01,84287.39
S502783,2026-05-20 00:00:00,E1107,C2322,P3042,3,R03,58363.93
S502784,2026-05-24 00:00:00,E1076,C2331,P3043,3,R05,190198.04
S502785,2026-03-22 00:00:00,E1057,C2267,P3032,5,R01,331664.72
S502786,2026-08-25 00:00:00,E1005,C2008,P3013,3,R02,92282.81
S502787,2026-03-28 00:00:00,E1101,C2183,P3020,10,R01,84571.29
S502788,2026-05-22 00:00:00,E1011,C2134,P3036,6,R01,175223.6
S502789,2026-03-02 00:00:00,E1049,C2181,P3043,2,R04,125781.09
S502790,2026-07-18 00:00:00,E1077,C2404,P3044,6,R05,181428.73
S502791,2026-02-15 00:00:00,E1015,C2423,P3037,6,R02,385029.79
S502792,2026-02-01 00:00:00,E1039,C2355,P3030,2,R04,87515.93
S502793,2026-01-15 00:00:00,E1013,C2072,P3010,6,R05,252539.35
S502794,2026-02-13 00:00:00,E1047,C2113,P3031,6,R02,353127.36
S502795,2026-05-25 00:00:00,E1018,C2107,P3025,6,R04,339402.15
S502796,2026-06-18 00:00:00,E1082,C2290,P3029,5,R04,326534.31
S502797,2026-02-23 00:00:00,E1036,C2313,P3024,7,R05,233503.35
S502798,2026-08-27 00:00:00,E1068,C2117,P3039,5,R05,135609.48
S502799,2026-02-13 00:00:00,E1077,C2120,P3021,11,R05,484336
S502800,2026-04-08 00:00:00,E1043,C2147,P3041,1,R01,60883.52
S502801,2026-01-05 00:00:00,E1069,C2327,P3009,9,R01,217628.81
S502802,2026-04-19 00:00:00,E1030,C2415,P3042,3,R01,63905.54
S502803,2026-01-27 00:00:00,E1019,C2210,P3042,2,R03,37854.52
S502804,2026-04-26 00:00:00,E1021,C2296,P3002,10,R04,79762.33
S502805,2026-03-28 00:00:00,E1113,C2398,P3004,6,R06,118705.04
S502806,2026-04-14 00:00:00,E1015,C2103,P3008,8,R02,298365.59
S502807,2026-05-03 00:00:00,E1035,C2124,P3032,2,R06,132596.16
S502808,2026-07-25 00:00:00,E1051,C2245,P3014,4,R06,36241.11
S502809,2026-03-20 00:00:00,E1056,C2379,P3049,2,R06,91285.07
S502810,2026-02-12 00:00:00,E1032,C2356,P3013,9,R02,281674.36
S502811,2026-04-07 00:00:00,E1060,C2209,P3021,10,R02,444758.14
S502812,2026-09-02 00:00:00,E1106,C2421,P3024,2,R02,66656.67
S502813,2026-01-31 00:00:00,E1044,C2428,P3050,10,R06,116061.75
S502814,2026-04-09 00:00:00,E1060,C2393,P3018,2,R02,82649.38
S502815,2026-01-17 00:00:00,E1084,C2314,P3045,5,R01,228688.26
S502816,2026-08-08 00:00:00,E1031,C2404,P3040,5,R04,86003.23
S502817,2026-03-24 00:00:00,E1026,C2109,P3026,7,R05,288930.59
S502818,2026-04-20 00:00:00,E1065,C2377,P3032,1,R02,68468.02
S502819,2026-07-01 00:00:00,E1020,C2348,P3044,2,R02,59902.14
S502820,2026-07-09 00:00:00,E1074,C2050,P3057,11,R05,453927.56
S502821,2026-08-03 00:00:00,E1094,C2404,P3055,11,R04,21702.95
S502822,2026-02-01 00:00:00,E1009,C2105,P3056,6,R04,280934.48
S502823,2026-06-17 00:00:00,E1097,C2420,P3053,2,R04,31126.98
S502824,2026-05-21 00:00:00,E1004,C2373,P3033,4,R04,71346.79
S502825,2026-07-31 00:00:00,E1069,C2027,P3052,10,R01,655467.98
S502826,2026-02-04 00:00:00,E1110,C2288,P3031,6,R01,379500.27
S502827,2026-05-13 00:00:00,E1088,C2257,P3018,7,R04,255599.59
S502828,2026-07-20 00:00:00,E1083,C2273,P3035,10,R02,460981.67
S502829,2026-01-29 00:00:00,E1102,C2137,P3012,5,R04,107915.15
S502830,2026-03-11 00:00:00,E1018,C2340,P3051,8,R04,439015.03
S502831,2026-06-02 00:00:00,E1015,C2301,P3025,6,R02,336019.35
S502832,2026-04-05 00:00:00,E1117,C2322,P3045,5,R05,263125.38
S502833,2026-01-22 00:00:00,E1010,C2032,P3031,4,R05,240833.92
S502834,2026-07-13 00:00:00,E1064,C2045,P3010,6,R02,282393.24
S502835,2026-06-22 00:00:00,E1096,C2265,P3047,6,R03,259473.12
S502836,2026-03-10 00:00:00,E1022,C2030,P3052,6,R01,388431.24
S502837,2026-08-07 00:00:00,E1078,C2084,P3034,1,R01,16694.33
S502838,2026-03-30 00:00:00,E1038,C2166,P3051,6,R01,325282.59
S502839,2026-03-13 00:00:00,E1098,C2316,P3003,1,R03,34495.42
S502840,2026-09-04 00:00:00,E1012,C2001,P3046,5,R06,33967.03
S502841,2026-05-09 00:00:00,E1021,C2249,P3039,7,R04,176296.92
S502842,2026-07-31 00:00:00,E1036,C2261,P3008,1,R05,38655.79
S502843,2026-06-21 00:00:00,E1055,C2063,P3032,1,R04,66775.22
S502844,2026-03-28 00:00:00,E1049,C2164,P3043,6,R04,343323.61
S502845,2026-04-06 00:00:00,E1112,C2321,P3029,7,R02,457565.67
S502846,2026-03-16 00:00:00,E1077,C2334,P3022,6,R05,111677.32
S502847,2026-06-16 00:00:00,E1054,C2201,P3020,5,R06,39909.88
S502848,2026-08-27 00:00:00,E1009,C2222,P3006,6,R04,138519.51
S502849,2026-02-23 00:00:00,E1005,C2152,P3043,3,R02,186356.61
S502850,2026-03-29 00:00:00,E1028,C2132,P3049,9,R04,410143.66
S502851,2026-07-22 00:00:00,E1046,C2114,P3029,5,R04,336619.7
S502852,2026-06-06 00:00:00,E1042,C2217,P3042,2,R03,40722.35
S502853,2026-02-23 00:00:00,E1104,C2196,P3056,10,R04,460621.59
S502854,2026-08-06 00:00:00,E1049,C2281,P3017,10,R04,124342.14
S502855,2026-01-16 00:00:00,E1096,C2202,P3031,7,R03,424758.83
S502856,2026-04-09 00:00:00,E1046,C2135,P3053,3,R04,50457.92
S502857,2026-01-20 00:00:00,E1050,C2234,P3034,1,R02,14578.32
S502858,2026-02-15 00:00:00,E1114,C2141,P3038,3,R05,182428.28
S502859,2026-07-14 00:00:00,E1093,C2196,P3057,9,R05,414439.52
S502860,2026-07-12 00:00:00,E1087,C2043,P3037,5,R05,315960.9
S502861,2026-05-07 00:00:00,E1054,C2057,P3004,7,R06,130783.49
S502862,2026-02-27 00:00:00,E1086,C2420,P3002,3,R02,23475.79
S502863,2026-06-30 00:00:00,E1070,C2142,P3012,4,R06,86063.34
S502864,2026-04-21 00:00:00,E1012,C2210,P3035,1,R06,43036.06
S502865,2026-05-09 00:00:00,E1079,C2072,P3006,3,R02,65263.46
S502866,2026-03-22 00:00:00,E1075,C2224,P3056,7,R05,313327.95
S502867,2026-07-13 00:00:00,E1005,C2027,P3046,4,R02,29819.24
S502868,2026-06-06 00:00:00,E1078,C2128,P3008,2,R01,77290.95
S502869,2026-03-25 00:00:00,E1075,C2106,P3021,5,R05,223585.36
S502870,2026-03-11 00:00:00,E1079,C2165,P3053,5,R02,82848.53
S502871,2026-01-08 00:00:00,E1050,C2215,P3058,2,R02,78539.61
S502872,2026-01-29 00:00:00,E1027,C2071,P3046,11,R02,74992.88
S502873,2026-04-22 00:00:00,E1104,C2204,P3035,6,R04,272440.13
S502874,2026-06-28 00:00:00,E1108,C2153,P3048,10,R05,321225.42
S502875,2026-06-10 00:00:00,E1079,C2067,P3015,4,R02,57139.95
S502876,2026-05-11 00:00:00,E1041,C2090,P3007,1,R01,58239.5
S502877,2026-07-07 00:00:00,E1094,C2260,P3015,3,R04,39051.62
S502878,2026-06-12 00:00:00,E1060,C2362,P3045,9,R02,446055.65
S502879,2026-07-16 00:00:00,E1020,C2228,P3006,10,R02,213750.09
S502880,2026-08-07 00:00:00,E1090,C2079,P3047,7,R03,323009.67
S502881,2026-04-18 00:00:00,E1085,C2096,P3017,6,R02,75285.14
S502882,2026-07-23 00:00:00,E1115,C2349,P3004,1,R04,19269.7
S502883,2026-07-31 00:00:00,E1079,C2330,P3022,9,R02,171272.45
S502884,2026-04-19 00:00:00,E1079,C2382,P3032,9,R02,584032.28
S502885,2026-01-20 00:00:00,E1060,C2246,P3059,1,R02,17634.21
S502886,2026-03-14 00:00:00,E1029,C2272,P3022,6,R04,105688.91
S502887,2026-06-16 00:00:00,E1119,C2403,P3027,7,R06,23706.21
S502888,2026-01-04 00:00:00,E1068,C2157,P3046,2,R05,14288.87
S502889,2026-08-31 00:00:00,E1011,C2116,P3015,10,R01,133629.42
S502890,2026-09-03 00:00:00,E1088,C2435,P3060,8,R04,246838.71
S502891,2026-01-19 00:00:00,E1079,C2018,P3044,8,R02,235191.56
S502892,2026-04-12 00:00:00,E1060,C2442,P3051,6,R02,333171.22
S502893,2026-08-07 00:00:00,E1075,C2172,P3022,9,R05,167910.88
S502894,2026-06-22 00:00:00,E1099,C2016,P3028,3,R01,139416.92
S502895,2026-06-20 00:00:00,E1015,C2449,P3042,2,R02,42180.6
S502896,2026-05-21 00:00:00,E1114,C2240,P3038,2,R05,124736.23
S502897,2026-05-21 00:00:00,E1086,C2386,P3060,6,R02,179391.91
S502898,2026-07-07 00:00:00,E1016,C2056,P3057,7,R02,290840.44
S502899,2026-07-04 00:00:00,E1098,C2079,P3009,6,R03,137240.15
S502900,2026-03-27 00:00:00,E1034,C2103,P3034,11,R06,179107.01
S502901,2026-08-08 00:00:00,E1018,C2284,P3036,3,R04,86314.7
S502902,2026-02-21 00:00:00,E1025,C2193,P3009,5,R03,119440.22
S502903,2026-04-21 00:00:00,E1031,C2005,P3015,8,R04,102055.15
S502904,2026-06-30 00:00:00,E1064,C2106,P3045,6,R02,306879.66
S502905,2026-04-19 00:00:00,E1014,C2278,P3020,2,R02,15989.37
S502906,2026-03-27 00:00:00,E1064,C2373,P3008,7,R02,284631.4
S502907,2026-02-12 00:00:00,E1049,C2100,P3058,8,R04,341296.23
S502908,2026-07-30 00:00:00,E1114,C2238,P3028,4,R05,182940.2
S502909,2026-07-19 00:00:00,E1017,C2269,P3051,1,R02,51731.66
S502910,2026-09-01 00:00:00,E1068,C2321,P3019,2,R05,109705.44
S502911,2026-07-19 00:00:00,E1083,C2400,P3057,4,R02,168693.78
S502912,2026-02-11 00:00:00,E1098,C2086,P3016,7,R03,356254.42
S502913,2026-03-31 00:00:00,E1045,C2320,P3011,2,R02,111704.46
S502914,2026-08-28 00:00:00,E1009,C2032,P3042,6,R04,124895.15
S502915,2026-04-25 00:00:00,E1118,C2336,P3008,2,R02,75374.75
S502916,2026-01-26 00:00:00,E1004,C2051,P3033,7,R04,111749.52
S502917,2026-05-31 00:00:00,E1013,C2079,P3010,2,R05,86042.57
S502918,2026-02-12 00:00:00,E1086,C2186,P3018,3,R02,113624.4
S502919,2026-03-18 00:00:00,E1017,C2174,P3035,9,R02,381825.49
S502920,2026-06-05 00:00:00,E1080,C2436,P3043,4,R01,251819.94
S502921,2026-05-17 00:00:00,E1082,C2106,P3050,5,R04,61070.74
S502922,2026-01-20 00:00:00,E1061,C2063,P3003,9,R03,342420.93
S502923,2026-07-03 00:00:00,E1119,C2076,P3040,7,R06,129007.46
S502924,2026-07-30 00:00:00,E1051,C2316,P3027,8,R06,28976.33
S502925,2026-08-28 00:00:00,E1065,C2321,P3059,11,R02,182667.96
S502926,2026-02-08 00:00:00,E1064,C2373,P3028,3,R02,140744.46
S502927,2026-06-28 00:00:00,E1109,C2081,P3046,11,R02,77093.74
S502928,2026-01-12 00:00:00,E1051,C2361,P3006,11,R06,239721.64
S502929,2026-07-26 00:00:00,E1053,C2128,P3047,4,R06,185857.93
S502930,2026-08-11 00:00:00,E1120,C2183,P3014,7,R04,67014.35
S502931,2026-07-02 00:00:00,E1034,C2243,P3007,4,R06,220379.32
S502932,2026-07-25 00:00:00,E1031,C2185,P3010,2,R04,86365.47
S502933,2026-01-11 00:00:00,E1061,C2220,P3015,10,R03,128361.67
S502934,2026-06-03 00:00:00,E1078,C2071,P3031,6,R01,376193.05
S502935,2026-02-11 00:00:00,E1016,C2342,P3029,9,R02,668002.6
S502936,2026-06-04 00:00:00,E1084,C2154,P3042,2,R01,37923.79
S502937,2026-01-11 00:00:00,E1094,C2245,P3054,1,R04,7085.39
S502938,2026-02-07 00:00:00,E1024,C2140,P3017,8,R02,114608.15
S502939,2026-04-08 00:00:00,E1080,C2071,P3059,1,R01,16738.47
S502940,2026-06-20 00:00:00,E1096,C2046,P3051,1,R03,55713.05
S502941,2026-01-19 00:00:00,E1099,C2047,P3029,3,R01,195924.91
S502942,2026-07-11 00:00:00,E1047,C2079,P3049,5,R02,213143.19
S502943,2026-05-14 00:00:00,E1064,C2422,P3044,9,R02,280279.13
S502944,2026-06-23 00:00:00,E1081,C2149,P3015,11,R06,153770.66
S502945,2026-04-26 00:00:00,E1073,C2398,P3026,10,R01,390341.97
S502946,2026-08-18 00:00:00,E1016,C2130,P3012,2,R02,38766.51
S502947,2026-04-23 00:00:00,E1118,C2127,P3025,1,R02,57197.48
S502948,2026-06-19 00:00:00,E1108,C2365,P3041,1,R05,57618.95
S502949,2026-08-08 00:00:00,E1048,C2119,P3005,8,R04,177766.03
S502950,2026-03-06 00:00:00,E1066,C2357,P3004,10,R04,199231.75
S502951,2026-04-09 00:00:00,E1104,C2417,P3044,10,R04,290094.69
S502952,2026-08-20 00:00:00,E1048,C2262,P3048,10,R04,351029.26
S502953,2026-03-13 00:00:00,E1058,C2244,P3041,2,R02,107141.56
S502954,2026-07-06 00:00:00,E1120,C2382,P3057,9,R04,395191.07
S502955,2026-02-21 00:00:00,E1046,C2103,P3031,9,R04,561554.95
S502956,2026-04-28 00:00:00,E1077,C2037,P3003,2,R05,66718.27
S502957,2026-06-24 00:00:00,E1030,C2142,P3053,3,R01,44717.59
S502958,2026-04-30 00:00:00,E1097,C2037,P3003,2,R04,69444.31
S502959,2026-01-07 00:00:00,E1064,C2008,P3026,6,R02,250632.44
S502960,2026-01-11 00:00:00,E1091,C2231,P3050,7,R01,87714.45
S502961,2026-04-13 00:00:00,E1054,C2333,P3017,6,R06,79771.47
S502962,2026-03-02 00:00:00,E1056,C2397,P3060,3,R06,90352.25
S502963,2026-03-09 00:00:00,E1090,C2296,P3010,3,R03,139682.49
S502964,2026-06-02 00:00:00,E1059,C2107,P3002,2,R01,15942.88
S502965,2026-05-20 00:00:00,E1085,C2348,P3024,2,R02,70530.6
S502966,2026-06-03 00:00:00,E1068,C2442,P3011,11,R05,534170.31
S502967,2026-04-12 00:00:00,E1023,C2018,P3024,5,R02,168476.38
S502968,2026-04-20 00:00:00,E1021,C2313,P3035,11,R04,510784.08
S502969,2026-05-20 00:00:00,E1034,C2083,P3023,11,R06,804826.24
S502970,2026-06-20 00:00:00,E1074,C2422,P3032,8,R05,555087.81
S502971,2026-02-20 00:00:00,E1026,C2288,P3023,6,R05,402398.66
S502972,2026-04-27 00:00:00,E1048,C2194,P3034,9,R04,133084.71
S502973,2026-06-14 00:00:00,E1075,C2215,P3041,11,R05,593501.63
S502974,2026-02-15 00:00:00,E1100,C2281,P3019,5,R01,247010.59
S502975,2026-02-22 00:00:00,E1059,C2220,P3002,10,R01,76688.71
S502976,2026-03-29 00:00:00,E1089,C2442,P3060,4,R06,123336.61
S502977,2026-07-27 00:00:00,E1006,C2289,P3051,9,R02,492212.53
S502978,2026-05-01 00:00:00,E1057,C2344,P3002,10,R01,76620.81
S502979,2026-01-13 00:00:00,E1063,C2194,P3015,11,R05,151852.23
S502980,2026-03-30 00:00:00,E1091,C2158,P3056,5,R01,219742.82
S502981,2026-05-05 00:00:00,E1009,C2104,P3021,1,R04,43607.97
S502982,2026-04-28 00:00:00,E1017,C2034,P3035,5,R02,228922.67
S502983,2026-02-23 00:00:00,E1120,C2102,P3005,5,R04,99715.27
S502984,2026-07-04 00:00:00,E1050,C2127,P3043,5,R02,307037.37
S502985,2026-04-26 00:00:00,E1111,C2214,P3027,2,R02,6916.3
S502986,2026-04-28 00:00:00,E1118,C2325,P3024,6,R02,198657.51
S502987,2026-01-04 00:00:00,E1063,C2432,P3007,5,R05,283310.1
S502988,2026-03-16 00:00:00,E1016,C2296,P3006,2,R02,44519.15
S502989,2026-08-12 00:00:00,E1067,C2179,P3046,10,R01,69236.39
S502990,2026-02-18 00:00:00,E1023,C2080,P3033,8,R02,129600.25
S502991,2026-01-07 00:00:00,E1004,C2141,P3058,6,R04,243225.83
S502992,2026-04-20 00:00:00,E1104,C2031,P3049,11,R04,470841.17
S502993,2026-05-02 00:00:00,E1056,C2372,P3017,10,R06,138138.16
S502994,2026-01-11 00:00:00,E1015,C2423,P3046,11,R02,84837.41
S502995,2026-04-02 00:00:00,E1037,C2063,P3042,3,R02,62318.08
S502996,2026-07-01 00:00:00,E1084,C2048,P3030,9,R01,401821.48
S502997,2026-08-21 00:00:00,E1113,C2087,P3008,11,R06,458179.19
S502998,2026-08-03 00:00:00,E1107,C2304,P3040,11,R03,196491.85
S502999,2026-06-22 00:00:00,E1084,C2061,P3046,4,R01,27342.76
S503000,2026-01-23 00:00:00,E1069,C2396,P3007,3,R01,171283.05
S503001,2026-08-30 00:00:00,E1011,C2334,P3006,7,R01,164165.49
S503002,2026-01-28 00:00:00,E1051,C2440,P3004,8,R06,157225.73
S503003,2026-08-23 00:00:00,E1105,C2274,P3001,7,R06,194661.49
S503004,2026-04-21 00:00:00,E1113,C2411,P3015,1,R06,13708.8
S503005,2026-02-26 00:00:00,E1067,C2284,P3031,1,R01,63632.13
S503006,2026-01-26 00:00:00,E1093,C2080,P3025,5,R05,274717.23
S503007,2026-06-02 00:00:00,E1059,C2180,P3047,8,R01,369416.82
S503008,2026-02-23 00:00:00,E1028,C2272,P3033,10,R04,179559.26
S503009,2026-01-29 00:00:00,E1077,C2077,P3052,11,R05,671652.04
S503010,2026-07-30 00:00:00,E1115,C2442,P3035,3,R04,127186.67
S503011,2026-04-07 00:00:00,E1006,C2221,P3055,8,R02,15370.62
S503012,2026-06-13 00:00:00,E1073,C2393,P3005,3,R01,65850.14
S503013,2026-01-14 00:00:00,E1085,C2282,P3005,4,R02,78654.19
S503014,2026-03-19 00:00:00,E1059,C2028,P3036,10,R01,306662.1
S503015,2026-02-04 00:00:00,E1095,C2361,P3017,7,R05,88985.96
S503016,2026-01-30 00:00:00,E1016,C2077,P3053,3,R02,47642.79
S503017,2026-04-02 00:00:00,E1101,C2164,P3052,4,R01,270603.46
S503018,2026-01-17 00:00:00,E1113,C2009,P3014,8,R06,69591.22
S503019,2026-07-14 00:00:00,E1103,C2175,P3058,4,R02,148855.44
S503020,2026-07-27 00:00:00,E1078,C2307,P3029,9,R01,619235.27
S503021,2026-08-26 00:00:00,E1031,C2076,P3008,4,R04,160044.45
S503022,2026-06-07 00:00:00,E1021,C2245,P3034,4,R04,60835.34
S503023,2026-09-01 00:00:00,E1038,C2122,P3040,5,R01,88098.33
S503024,2026-04-03 00:00:00,E1004,C2185,P3001,1,R04,27675.03
S503025,2026-06-22 00:00:00,E1075,C2032,P3029,7,R05,472977.4
S503026,2026-03-20 00:00:00,E1043,C2023,P3036,9,R01,263831.3
S503027,2026-04-20 00:00:00,E1041,C2250,P3051,9,R01,484245.05
S503028,2026-09-05 00:00:00,E1027,C2057,P3037,1,R02,61598.7
S503029,2026-08-05 00:00:00,E1003,C2310,P3029,6,R05,385471.69
S503030,2026-06-28 00:00:00,E1024,C2372,P3005,3,R02,64140.33
S503031,2026-04-12 00:00:00,E1024,C2144,P3053,4,R02,69069.37
S503032,2026-04-16 00:00:00,E1087,C2318,P3032,8,R05,500927.63
S503033,2026-02-16 00:00:00,E1017,C2084,P3060,4,R02,117246.86
S503034,2026-06-30 00:00:00,E1010,C2056,P3052,8,R05,466516.45
S503035,2026-03-05 00:00:00,E1014,C2279,P3024,4,R02,144218.84
S503036,2026-09-03 00:00:00,E1029,C2273,P3019,9,R04,463474.15
S503037,2026-09-01 00:00:00,E1028,C2166,P3012,6,R04,121239.96
S503038,2026-06-15 00:00:00,E1053,C2158,P3052,1,R06,63551.87
S503039,2026-03-05 00:00:00,E1066,C2249,P3001,10,R04,245847.05
S503040,2026-03-28 00:00:00,E1054,C2186,P3007,2,R06,122420.37
S503041,2026-08-05 00:00:00,E1083,C2078,P3017,7,R02,95074.93
S503042,2026-08-22 00:00:00,E1039,C2022,P3034,10,R04,151428.49
S503043,2026-01-07 00:00:00,E1102,C2108,P3043,7,R04,449732.69
S503044,2026-01-22 00:00:00,E1067,C2273,P3007,3,R01,163092.19
S503045,2026-03-22 00:00:00,E1019,C2252,P3017,1,R03,13935.32
S503046,2026-07-29 00:00:00,E1065,C2015,P3059,8,R02,134680.18
S503047,2026-08-29 00:00:00,E1053,C2370,P3003,10,R06,357783.53
S503048,2026-06-18 00:00:00,E1010,C2304,P3029,11,R05,740864.34
S503049,2026-03-15 00:00:00,E1014,C2160,P3022,11,R02,202636.05
S503050,2026-05-18 00:00:00,E1042,C2205,P3038,10,R03,609276.76
S503051,2026-07-04 00:00:00,E1057,C2113,P3054,7,R01,52323.83
S503052,2026-05-15 00:00:00,E1111,C2168,P3043,10,R02,621491.27
S503053,2026-08-28 00:00:00,E1081,C2353,P3029,8,R06,569885.09
S503054,2026-05-05 00:00:00,E1045,C2253,P3050,1,R02,13215.01
S503055,2026-02-19 00:00:00,E1046,C2441,P3050,3,R04,39779.44
S503056,2026-08-18 00:00:00,E1112,C2186,P3054,2,R02,14564.47
S503057,2026-08-07 00:00:00,E1070,C2347,P3042,1,R06,20848.38
S503058,2026-02-21 00:00:00,E1034,C2227,P3005,5,R06,97126.84
S503059,2026-06-10 00:00:00,E1025,C2016,P3030,3,R03,139317.71
S503060,2026-01-01 00:00:00,E1037,C2156,P3023,10,R02,738511.84
S503061,2026-08-24 00:00:00,E1117,C2354,P3055,8,R05,14571.27
S503062,2026-06-30 00:00:00,E1107,C2111,P3021,6,R03,251185.15
S503063,2026-07-07 00:00:00,E1011,C2001,P3056,10,R01,499738.35
S503064,2026-06-11 00:00:00,E1102,C2041,P3026,9,R04,345306.12
S503065,2026-01-04 00:00:00,E1021,C2048,P3054,9,R04,63502.89
S503066,2026-05-25 00:00:00,E1107,C2415,P3047,11,R03,489756.02
S503067,2026-05-12 00:00:00,E1111,C2420,P3021,6,R02,244010.47
S503068,2026-06-20 00:00:00,E1110,C2108,P3020,2,R01,14933.82
S503069,2026-09-03 00:00:00,E1077,C2161,P3023,9,R05,612259.81
S503070,2026-08-06 00:00:00,E1013,C2161,P3004,2,R05,36719.25
S503071,2026-01-04 00:00:00,E1064,C2359,P3021,3,R02,131793.61
S503072,2026-01-01 00:00:00,E1019,C2128,P3021,6,R03,243863.65
S503073,2026-03-12 00:00:00,E1096,C2210,P3001,2,R03,51320.75
S503074,2026-08-10 00:00:00,E1110,C2151,P3015,5,R01,65997.14
S503075,2026-06-27 00:00:00,E1114,C2444,P3017,2,R05,25362.58
S503076,2026-07-20 00:00:00,E1103,C2255,P3051,4,R02,232071.36
S503077,2026-07-08 00:00:00,E1065,C2218,P3014,11,R02,105429.19
S503078,2026-02-04 00:00:00,E1086,C2030,P3059,11,R02,189819.36
S503079,2026-01-08 00:00:00,E1026,C2045,P3019,3,R05,155193.41
S503080,2026-06-01 00:00:00,E1013,C2080,P3050,5,R05,63878.03
S503081,2026-07-30 00:00:00,E1022,C2039,P3060,6,R01,167797.19
S503082,2026-02-05 00:00:00,E1026,C2240,P3034,7,R05,102282.26
S503083,2026-06-27 00:00:00,E1012,C2045,P3006,10,R06,223061.59
S503084,2026-09-01 00:00:00,E1066,C2078,P3045,8,R04,420290.32
S503085,2026-05-03 00:00:00,E1075,C2337,P3049,9,R05,368057.5
S503086,2026-02-12 00:00:00,E1052,C2396,P3006,4,R05,90943.68
S503087,2026-01-27 00:00:00,E1064,C2349,P3053,4,R02,59308.79
S503088,2026-02-01 00:00:00,E1091,C2288,P3054,7,R01,47598.14
S503089,2026-03-19 00:00:00,E1101,C2440,P3005,10,R01,212874.16
S503090,2026-05-01 00:00:00,E1118,C2280,P3007,10,R02,569376.18
S503091,2026-05-26 00:00:00,E1098,C2116,P3033,11,R03,197110.91
S503092,2026-06-05 00:00:00,E1051,C2269,P3013,9,R06,269506.15
S503093,2026-06-06 00:00:00,E1015,C2404,P3051,11,R02,566772.74
S503094,2026-01-16 00:00:00,E1002,C2335,P3054,2,R06,14540.36
S503095,2026-04-09 00:00:00,E1083,C2312,P3001,11,R02,297489.18
S503096,2026-02-16 00:00:00,E1026,C2053,P3013,6,R05,168823.77
S503097,2026-07-06 00:00:00,E1061,C2068,P3043,10,R03,602480.32
S503098,2026-01-31 00:00:00,E1074,C2182,P3027,10,R05,35510.6
S503099,2026-01-04 00:00:00,E1071,C2034,P3007,8,R05,441481.28
S503100,2026-06-14 00:00:00,E1006,C2284,P3052,5,R02,335186.5
S503101,2026-01-17 00:00:00,E1107,C2306,P3003,5,R03,171814.93
