Collection_ID,Collection_Date,Sale_ID,Customer_ID,Collection_Amount,Payment_Mode
COL802109,2026-08-15 00:00:00,S501980,C2128,450944.46,UPI
COL802110,2026-05-30 00:00:00,S501256,C2388,112957.29,UPI
COL802111,2026-05-01 00:00:00,S501218,C2289,219668.19,Cash
COL802112,2026-01-11 00:00:00,S504119,C2320,211181.75,Cash
COL802113,2026-03-13 00:00:00,S503549,C2299,209624.98,Card
COL802114,2026-04-01 00:00:00,S504168,C2087,99057.13,Cash
COL802115,2026-01-29 00:00:00,S503505,C2437,74992.93,Cash
COL802116,2026-04-29 00:00:00,S501428,C2058,49494,Cash
COL802117,2026-04-29 00:00:00,S502266,C2325,14259.93,Cash
COL802118,2026-01-08 00:00:00,S502412,C2066,128257.15,Cash
COL802119,2026-08-03 00:00:00,S503538,C2341,181565.11,UPI
COL802120,2026-08-09 00:00:00,S504683,C2328,60230.69,UPI
COL802121,2026-03-21 00:00:00,S505165,C2367,59455.22,Card
COL802122,2026-06-12 00:00:00,S501526,C2352,228505.8,Cheque
COL802123,2026-03-13 00:00:00,S502467,C2088,89975.3,Card
COL802124,2026-07-19 00:00:00,S501470,C2248,105533.53,Bank Transfer
COL802125,2026-06-22 00:00:00,S500857,C2147,167131.39,Card
COL802126,2026-02-02 00:00:00,S501802,C2438,210219.08,Card
COL802127,2026-08-22 00:00:00,S504766,C2158,50712.9,Cash
COL802128,2026-01-05 00:00:00,S501856,C2236,49625.2,Cash
COL802129,2026-07-09 00:00:00,S501935,C2048,330134.84,Cash
COL802130,2026-06-14 00:00:00,S502239,C2016,26055.43,Cheque
COL802131,2026-05-25 00:00:00,S501519,C2054,510064.07,Cash
COL802132,2026-01-22 00:00:00,S502227,C2160,127645.89,Bank Transfer
COL802133,2026-03-19 00:00:00,S503552,C2372,266954.41,UPI
COL802134,2026-08-18 00:00:00,S501286,C2013,361339.54,Bank Transfer
COL802135,2026-06-09 00:00:00,S500316,C2398,279774.73,Cheque
COL802136,2026-01-14 00:00:00,S503534,C2228,55477.79,Cash
COL802137,2026-08-24 00:00:00,S501902,C2211,118539.96,Card
COL802138,2026-05-28 00:00:00,S503416,C2239,25206.21,UPI
COL802139,2026-05-30 00:00:00,S503327,C2243,179721.61,Cheque
COL802140,2026-01-30 00:00:00,S501417,C2412,133428.88,Bank Transfer
COL802141,2026-07-01 00:00:00,S504732,C2429,320803.31,Cash
COL802142,2026-06-10 00:00:00,S500406,C2363,200493.65,Cheque
COL802143,2026-01-05 00:00:00,S502447,C2272,222429.67,Cheque
COL802144,2026-01-18 00:00:00,S500665,C2041,123368.88,Card
COL802145,2026-03-04 00:00:00,S502184,C2305,381536.85,Card
COL802146,2026-06-23 00:00:00,S500691,C2407,10520.08,Card
COL802147,2026-05-15 00:00:00,S500567,C2327,227837.71,Bank Transfer
COL802148,2026-06-06 00:00:00,S504399,C2059,330479.09,Card
COL802149,2026-02-26 00:00:00,S504332,C2378,44165.74,Cheque
COL802150,2026-06-24 00:00:00,S502551,C2101,239119.72,Cheque
COL802151,2026-01-09 00:00:00,S500144,C2029,325761.84,Cheque
COL802152,2026-08-27 00:00:00,S502936,C2154,23103.47,UPI
COL802153,2026-07-06 00:00:00,S502931,C2243,208017.53,UPI
COL802154,2026-04-22 00:00:00,S501315,C2254,28119.62,Bank Transfer
COL802155,2026-04-15 00:00:00,S500955,C2130,363686.99,Card
COL802156,2026-05-03 00:00:00,S503328,C2439,157016.74,Cheque
COL802157,2026-03-12 00:00:00,S504151,C2113,58929.89,Card
COL802158,2026-07-18 00:00:00,S503825,C2102,43568.33,Cheque
COL802159,2026-04-23 00:00:00,S500766,C2316,266010.77,UPI
COL802160,2026-06-20 00:00:00,S502568,C2296,79003.02,Cheque
COL802161,2026-02-28 00:00:00,S504231,C2231,212059.75,Bank Transfer
COL802162,2026-01-06 00:00:00,S502232,C2180,112561.5,Cash
COL802163,2026-04-20 00:00:00,S503724,C2102,69586.44,Cheque
COL802164,2026-04-21 00:00:00,S502195,C2389,443622.11,Bank Transfer
COL802165,2026-02-22 00:00:00,S503644,C2354,582218.2,UPI
COL802166,2026-03-05 00:00:00,S501933,C2318,86629.95,UPI
COL802167,2026-08-20 00:00:00,S501053,C2358,193545,Cash
COL802168,2026-09-05 00:00:00,S500810,C2108,42584.07,Card
COL802169,2026-08-07 00:00:00,S501309,C2226,159069.08,Card
COL802170,2026-01-04 00:00:00,S503995,C2109,23068.11,Cheque
COL802171,2026-01-01 00:00:00,S501532,C2099,135893.85,UPI
COL802172,2026-03-11 00:00:00,S500270,C2218,144906.31,Bank Transfer
COL802173,2026-01-31 00:00:00,S503969,C2026,50698.97,Cash
COL802174,2026-03-06 00:00:00,S503504,C2435,14312.13,Card
COL802175,2026-04-27 00:00:00,S501013,C2213,122381.33,Cheque
COL802176,2026-07-16 00:00:00,S500227,C2089,119781.23,Cheque
COL802177,2026-01-19 00:00:00,S501978,C2107,453606.32,UPI
COL802178,2026-07-16 00:00:00,S503029,C2310,273878.61,Bank Transfer
COL802179,2026-04-28 00:00:00,S501110,C2104,37776.19,Bank Transfer
COL802180,2026-03-10 00:00:00,S501915,C2016,96527.53,Card
COL802181,2026-06-26 00:00:00,S502114,C2321,57699.62,Cheque
COL802182,2026-01-31 00:00:00,S501108,C2368,37321.06,UPI
COL802183,2026-07-07 00:00:00,S500354,C2364,50066.05,Bank Transfer
COL802184,2026-08-24 00:00:00,S501134,C2448,77045.78,Cheque
COL802185,2026-07-18 00:00:00,S503221,C2120,50700.44,Bank Transfer
COL802186,2026-03-20 00:00:00,S504561,C2389,69331.63,Cash
COL802187,2026-08-31 00:00:00,S500149,C2176,41460.78,Bank Transfer
COL802188,2026-02-24 00:00:00,S500461,C2449,306352.45,Bank Transfer
COL802189,2026-09-02 00:00:00,S502808,C2245,34209.19,Cheque
COL802190,2026-07-24 00:00:00,S502489,C2394,136547.24,Bank Transfer
COL802191,2026-07-23 00:00:00,S501364,C2437,596111.56,Bank Transfer
COL802192,2026-05-07 00:00:00,S503703,C2023,75680.81,Cash
COL802193,2026-07-30 00:00:00,S504935,C2186,152516.1,Bank Transfer
COL802194,2026-03-18 00:00:00,S501983,C2096,98983.94,Bank Transfer
COL802195,2026-04-01 00:00:00,S500909,C2226,314448.84,Cheque
COL802196,2026-06-15 00:00:00,S500886,C2090,158516.79,UPI
COL802197,2026-06-10 00:00:00,S504327,C2221,559397.83,Cash
COL802198,2026-01-06 00:00:00,S504655,C2154,152340.96,Bank Transfer
COL802199,2026-05-21 00:00:00,S500111,C2154,43587.55,UPI
COL802200,2026-07-24 00:00:00,S501853,C2380,130105.28,Cheque
COL802201,2026-07-24 00:00:00,S502681,C2061,11409.86,Cash
COL802202,2026-01-20 00:00:00,S501492,C2397,395221.5,Cheque
COL802203,2026-04-10 00:00:00,S504664,C2275,69351.5,UPI
COL802204,2026-06-14 00:00:00,S501196,C2402,400495.22,Cash
COL802205,2026-02-14 00:00:00,S504179,C2178,75344.38,Bank Transfer
COL802206,2026-07-20 00:00:00,S504712,C2413,509944.85,UPI
COL802207,2026-03-22 00:00:00,S503336,C2225,70469.25,Cheque
COL802208,2026-08-15 00:00:00,S501483,C2265,124808.09,Cash
COL802209,2026-02-28 00:00:00,S501302,C2279,28148.62,UPI
COL802210,2026-02-21 00:00:00,S501894,C2221,47791.59,UPI
COL802211,2026-05-26 00:00:00,S501441,C2215,267613.36,Cheque
COL802212,2026-01-25 00:00:00,S505188,C2426,47707.87,Cheque
COL802213,2026-05-03 00:00:00,S501886,C2212,278824.03,Bank Transfer
COL802214,2026-07-26 00:00:00,S503268,C2174,206007.55,Bank Transfer
COL802215,2026-08-03 00:00:00,S503168,C2176,153186.01,UPI
COL802216,2026-05-09 00:00:00,S502632,C2095,263627.93,Cheque
COL802217,2026-02-10 00:00:00,S503027,C2250,371557,UPI
COL802218,2026-04-12 00:00:00,S500480,C2144,49699.16,Card
COL802219,2026-01-18 00:00:00,S505111,C2104,167175.02,Cheque
COL802220,2026-05-09 00:00:00,S502394,C2210,195372.59,Card
COL802221,2026-09-03 00:00:00,S500215,C2379,148354.12,Card
COL802222,2026-06-16 00:00:00,S500267,C2173,535816.36,Cheque
COL802223,2026-07-21 00:00:00,S500142,C2334,284258.57,Bank Transfer
COL802224,2026-06-08 00:00:00,S504771,C2344,156741.19,UPI
COL802225,2026-04-12 00:00:00,S501091,C2078,285187.8,Cash
COL802226,2026-03-12 00:00:00,S501125,C2332,3342.95,Cash
COL802227,2026-06-15 00:00:00,S504260,C2043,363343.72,Cheque
COL802228,2026-01-08 00:00:00,S503321,C2378,78485.6,Bank Transfer
COL802229,2026-06-11 00:00:00,S501198,C2333,68943.03,Bank Transfer
COL802230,2026-03-14 00:00:00,S501715,C2201,318107.45,Bank Transfer
COL802231,2026-03-30 00:00:00,S501049,C2261,374839.13,Cash
COL802232,2026-01-27 00:00:00,S501680,C2202,287765.09,Card
COL802233,2026-06-18 00:00:00,S501514,C2138,88482.24,Cash
COL802234,2026-01-07 00:00:00,S503819,C2379,67170.99,Bank Transfer
COL802235,2026-02-01 00:00:00,S501039,C2303,54308.03,Cash
COL802236,2026-03-14 00:00:00,S500410,C2224,122690.38,Cash
COL802237,2026-07-28 00:00:00,S501377,C2221,361758.36,UPI
COL802238,2026-04-09 00:00:00,S504892,C2333,215247.72,Cheque
COL802239,2026-04-22 00:00:00,S500055,C2449,227410.94,Card
COL802240,2026-05-24 00:00:00,S500743,C2147,73388.37,UPI
COL802241,2026-05-10 00:00:00,S500918,C2033,27512.38,Cheque
COL802242,2026-06-20 00:00:00,S502428,C2149,188223.62,Bank Transfer
COL802243,2026-01-31 00:00:00,S500843,C2266,551853.87,UPI
COL802244,2026-03-21 00:00:00,S504956,C2211,87858.03,Cheque
COL802245,2026-06-24 00:00:00,S501415,C2132,103328.49,UPI
COL802246,2026-02-02 00:00:00,S504309,C2101,464189.56,Cash
COL802247,2026-08-01 00:00:00,S502244,C2060,97985.71,Cash
COL802248,2026-05-25 00:00:00,S505152,C2140,57082.84,UPI
COL802249,2026-04-09 00:00:00,S500714,C2401,250651.93,UPI
COL802250,2026-02-23 00:00:00,S502336,C2357,251648.45,Card
COL802251,2026-02-23 00:00:00,S502151,C2415,53787.35,Bank Transfer
COL802252,2026-06-28 00:00:00,S504338,C2332,102740.07,Cash
COL802253,2026-06-29 00:00:00,S502835,C2265,158006.14,UPI
COL802254,2026-05-15 00:00:00,S503192,C2360,86481.17,Cheque
COL802255,2026-07-01 00:00:00,S504501,C2017,189008.61,Bank Transfer
COL802256,2026-08-09 00:00:00,S504585,C2409,453224.95,Cheque
COL802257,2026-05-19 00:00:00,S504747,C2109,54247.8,Bank Transfer
COL802258,2026-07-09 00:00:00,S500574,C2057,119754.81,Cheque
COL802259,2026-01-30 00:00:00,S502152,C2138,366338.45,Cash
COL802260,2026-03-23 00:00:00,S501466,C2219,271272.94,UPI
COL802261,2026-02-26 00:00:00,S500885,C2342,51578.57,UPI
COL802262,2026-06-23 00:00:00,S502072,C2298,179117.91,Card
COL802263,2026-07-27 00:00:00,S502402,C2332,121825.37,UPI
COL802264,2026-03-11 00:00:00,S502030,C2352,167874.05,Cash
COL802265,2026-03-07 00:00:00,S504866,C2306,35994.89,Bank Transfer
COL802266,2026-07-02 00:00:00,S500353,C2281,37042.67,Bank Transfer
COL802267,2026-08-23 00:00:00,S502952,C2262,296183.34,UPI
COL802268,2026-04-17 00:00:00,S500989,C2191,64370.26,Cheque
COL802269,2026-07-05 00:00:00,S501895,C2015,172668.09,UPI
COL802270,2026-01-10 00:00:00,S505119,C2143,108419.26,Bank Transfer
COL802271,2026-05-12 00:00:00,S503245,C2406,139032.24,Card
COL802272,2026-08-29 00:00:00,S503001,C2334,113079.36,Bank Transfer
COL802273,2026-03-15 00:00:00,S500884,C2074,459597.29,Cheque
COL802274,2026-03-14 00:00:00,S500875,C2290,347127.45,Cheque
COL802275,2026-03-03 00:00:00,S503966,C2408,113745.6,Card
COL802276,2026-04-19 00:00:00,S504908,C2337,280505.39,Cheque
COL802277,2026-06-20 00:00:00,S502909,C2269,44987.71,UPI
COL802278,2026-02-11 00:00:00,S503729,C2280,114207.1,UPI
COL802279,2026-01-24 00:00:00,S504982,C2266,6706.74,Bank Transfer
COL802280,2026-01-05 00:00:00,S503514,C2115,341642.52,Cash
COL802281,2026-04-09 00:00:00,S500428,C2255,421827.99,UPI
COL802282,2026-07-15 00:00:00,S501709,C2261,128290.79,UPI
COL802283,2026-04-09 00:00:00,S503799,C2314,723339.02,Card
COL802284,2026-08-22 00:00:00,S502529,C2280,37993.4,UPI
COL802285,2026-04-30 00:00:00,S500109,C2417,190742.6,Bank Transfer
COL802286,2026-03-18 00:00:00,S502533,C2094,54995.02,Card
COL802287,2026-04-11 00:00:00,S504828,C2035,9125.8,UPI
COL802288,2026-04-06 00:00:00,S502831,C2301,239500.71,Bank Transfer
COL802289,2026-06-22 00:00:00,S500589,C2004,62867.18,Card
COL802290,2026-07-06 00:00:00,S501225,C2376,255205.56,Cash
COL802291,2026-04-30 00:00:00,S502558,C2259,318066.8,Bank Transfer
COL802292,2026-03-06 00:00:00,S500892,C2348,39949.31,UPI
COL802293,2026-07-10 00:00:00,S501109,C2216,38071.2,Card
COL802294,2026-05-01 00:00:00,S500078,C2059,145877.12,Cash
COL802295,2026-07-22 00:00:00,S501791,C2112,285649.77,Bank Transfer
COL802296,2026-03-31 00:00:00,S501885,C2090,190005.17,Cash
COL802297,2026-07-14 00:00:00,S502604,C2330,210053.5,Bank Transfer
COL802298,2026-06-26 00:00:00,S500486,C2182,67165.73,UPI
COL802299,2026-04-25 00:00:00,S504634,C2281,113599.2,Bank Transfer
COL802300,2026-03-18 00:00:00,S504110,C2028,76189.19,UPI
COL802301,2026-02-01 00:00:00,S501350,C2226,206680.13,Bank Transfer
COL802302,2026-04-22 00:00:00,S501752,C2361,84318.65,Card
COL802303,2026-06-27 00:00:00,S501155,C2274,129986.62,Bank Transfer
COL802304,2026-08-03 00:00:00,S502461,C2297,130507.74,Bank Transfer
COL802305,2026-07-05 00:00:00,S500891,C2227,253993.12,Cheque
COL802306,2026-02-21 00:00:00,S504084,C2216,109738.62,Cheque
COL802307,2026-01-23 00:00:00,S502663,C2235,62153.53,Bank Transfer
COL802308,2026-08-31 00:00:00,S500442,C2212,36970.73,Cheque
COL802309,2026-01-30 00:00:00,S500998,C2159,94158.21,UPI
COL802310,2026-03-11 00:00:00,S501690,C2446,303287.28,Cheque
COL802311,2026-09-04 00:00:00,S502366,C2156,31770.33,Bank Transfer
COL802312,2026-03-12 00:00:00,S500329,C2098,534573.8,Cash
COL802313,2026-04-21 00:00:00,S502147,C2259,285341.9,Cash
COL802314,2026-06-07 00:00:00,S500492,C2383,117313.25,Bank Transfer
COL802315,2026-02-06 00:00:00,S504521,C2249,159706.71,Bank Transfer
COL802316,2026-02-17 00:00:00,S503164,C2423,425481.24,Cash
COL802317,2026-06-09 00:00:00,S501969,C2190,194848.14,Card
COL802318,2026-03-11 00:00:00,S502639,C2380,162550.5,Cheque
COL802319,2026-02-04 00:00:00,S504881,C2331,221846.8,Card
COL802320,2026-08-12 00:00:00,S502954,C2382,364774.07,UPI
COL802321,2026-07-23 00:00:00,S501525,C2402,9785.63,Cash
COL802322,2026-03-09 00:00:00,S502383,C2078,107264.91,Cash
COL802323,2026-06-09 00:00:00,S500705,C2159,161885.74,Card
COL802324,2026-02-28 00:00:00,S501340,C2084,12950.16,UPI
COL802325,2026-04-28 00:00:00,S501392,C2363,118461.45,Card
COL802326,2026-06-12 00:00:00,S500301,C2249,174308.66,UPI
COL802327,2026-04-22 00:00:00,S500849,C2135,161569.31,Bank Transfer
COL802328,2026-05-24 00:00:00,S502157,C2405,142673.51,Bank Transfer
COL802329,2026-04-29 00:00:00,S502718,C2356,124428.42,Cash
COL802330,2026-04-25 00:00:00,S501442,C2161,627176.93,Bank Transfer
COL802331,2026-07-26 00:00:00,S502460,C2323,62664.98,Card
COL802332,2026-04-15 00:00:00,S500488,C2187,354311.42,UPI
COL802333,2026-06-29 00:00:00,S504772,C2432,213456.3,Cash
COL802334,2026-03-07 00:00:00,S501990,C2181,62067.42,Bank Transfer
COL802335,2026-01-06 00:00:00,S502943,C2422,230998.98,Cash
COL802336,2026-01-14 00:00:00,S503355,C2296,10904.12,Cash
COL802337,2026-08-21 00:00:00,S505120,C2023,160080.07,UPI
COL802338,2026-06-06 00:00:00,S503633,C2421,67079.44,Card
COL802339,2026-04-16 00:00:00,S502983,C2102,84464.01,Card
COL802340,2026-06-03 00:00:00,S502544,C2176,21501.62,Cheque
COL802341,2026-01-18 00:00:00,S504214,C2084,66956.41,Card
COL802342,2026-08-27 00:00:00,S505122,C2307,303901.95,Bank Transfer
COL802343,2026-01-04 00:00:00,S504789,C2260,28613.95,Cheque
COL802344,2026-08-17 00:00:00,S503008,C2272,115477.31,Cheque
COL802345,2026-02-26 00:00:00,S500604,C2092,91838.89,Cheque
COL802346,2026-04-29 00:00:00,S500341,C2371,131845.91,Cheque
COL802347,2026-02-22 00:00:00,S503647,C2386,58546.54,Card
COL802348,2026-04-12 00:00:00,S500685,C2100,166681.83,Cheque
COL802349,2026-01-25 00:00:00,S500863,C2395,141588.79,Bank Transfer
COL802350,2026-06-24 00:00:00,S504232,C2262,55820.42,Bank Transfer
COL802351,2026-06-29 00:00:00,S504983,C2149,41216.21,Cash
COL802352,2026-08-09 00:00:00,S502965,C2348,59294.74,Bank Transfer
COL802353,2026-06-11 00:00:00,S502233,C2377,394391.62,Cash
COL802354,2026-05-24 00:00:00,S502353,C2116,154276.84,Bank Transfer
COL802355,2026-08-17 00:00:00,S504487,C2389,217909.43,Cheque
COL802356,2026-04-04 00:00:00,S503356,C2039,119687.19,UPI
COL802357,2026-08-03 00:00:00,S503623,C2413,90256.11,Cheque
COL802358,2026-05-07 00:00:00,S504648,C2004,128789.64,Card
COL802359,2026-05-04 00:00:00,S505066,C2230,462928.32,Cash
COL802360,2026-02-05 00:00:00,S503466,C2294,2965.29,UPI
COL802361,2026-06-05 00:00:00,S504544,C2192,450727.31,Bank Transfer
COL802362,2026-07-12 00:00:00,S504716,C2374,6781.5,Cheque
COL802363,2026-03-13 00:00:00,S502750,C2182,159406.72,Cash
COL802364,2026-02-22 00:00:00,S500286,C2116,538768.54,Cash
COL802365,2026-06-19 00:00:00,S504876,C2224,337331.3,Bank Transfer
COL802366,2026-03-20 00:00:00,S500445,C2318,280058.21,Cash
COL802367,2026-04-08 00:00:00,S501681,C2250,464654.01,Bank Transfer
COL802368,2026-05-27 00:00:00,S504616,C2160,280074.27,Bank Transfer
COL802369,2026-02-13 00:00:00,S504735,C2080,32168.9,Cheque
COL802370,2026-01-30 00:00:00,S504274,C2393,378485.58,Cash
COL802371,2026-03-15 00:00:00,S502690,C2397,184454.54,Card
COL802372,2026-06-21 00:00:00,S501668,C2412,243173.61,Card
COL802373,2026-04-27 00:00:00,S503270,C2351,48160.55,Cheque
COL802374,2026-06-04 00:00:00,S504064,C2357,58313.24,Cheque
COL802375,2026-03-25 00:00:00,S500862,C2043,183449.2,Bank Transfer
COL802376,2026-08-05 00:00:00,S501657,C2404,11030.27,Card
COL802377,2026-03-14 00:00:00,S501869,C2125,216514.21,Cash
COL802378,2026-08-20 00:00:00,S501401,C2012,50960.67,Card
COL802379,2026-02-03 00:00:00,S504937,C2069,108270.74,Cheque
COL802380,2026-05-07 00:00:00,S501294,C2025,46201.54,Cheque
COL802381,2026-03-26 00:00:00,S501088,C2080,98888.74,Bank Transfer
COL802382,2026-06-01 00:00:00,S502113,C2167,180970.86,Cash
COL802383,2026-02-25 00:00:00,S500269,C2247,122730.2,Cheque
COL802384,2026-01-07 00:00:00,S504145,C2421,235655.4,Cash
COL802385,2026-07-15 00:00:00,S503294,C2109,58431.85,Card
COL802386,2026-02-20 00:00:00,S502382,C2329,359063.05,Bank Transfer
COL802387,2026-05-16 00:00:00,S503093,C2404,522046.23,Card
COL802388,2026-07-03 00:00:00,S500006,C2216,204455.54,Cheque
COL802389,2026-07-24 00:00:00,S503468,C2052,15046.98,Cheque
COL802390,2026-02-27 00:00:00,S503589,C2264,39119.24,Cash
COL802391,2026-03-26 00:00:00,S502495,C2196,69625.37,Cheque
COL802392,2026-08-15 00:00:00,S504095,C2063,73389.25,Cash
COL802393,2026-03-10 00:00:00,S502355,C2428,218267.25,UPI
COL802394,2026-09-01 00:00:00,S500489,C2245,99008.77,Cheque
COL802395,2026-01-08 00:00:00,S501948,C2397,46215.53,Card
COL802396,2026-07-13 00:00:00,S504094,C2177,253660.09,Card
COL802397,2026-06-01 00:00:00,S501438,C2020,121900.56,Cash
COL802398,2026-06-19 00:00:00,S501424,C2273,567338.32,UPI
COL802399,2026-02-23 00:00:00,S501846,C2426,88781.54,Cheque
COL802400,2026-05-24 00:00:00,S500053,C2035,101539.79,Bank Transfer
COL802401,2026-05-12 00:00:00,S501795,C2110,196948.62,Bank Transfer
COL802402,2026-02-28 00:00:00,S501847,C2107,228425.25,Card
COL802403,2026-04-04 00:00:00,S503988,C2425,54126.9,Cheque
COL802404,2026-02-15 00:00:00,S500275,C2047,57536.71,Bank Transfer
COL802405,2026-04-04 00:00:00,S502314,C2107,51617.49,Cash
COL802406,2026-04-09 00:00:00,S500299,C2059,39599.8,Cheque
COL802407,2026-08-22 00:00:00,S504517,C2359,11914.27,Card
COL802408,2026-01-13 00:00:00,S501899,C2120,44415.06,UPI
COL802409,2026-02-06 00:00:00,S501547,C2447,108052.61,Cash
COL802410,2026-07-01 00:00:00,S502611,C2429,35486.9,Cash
COL802411,2026-06-26 00:00:00,S503384,C2023,70113.84,Cheque
COL802412,2026-08-29 00:00:00,S505137,C2006,79342.62,UPI
COL802413,2026-03-16 00:00:00,S500426,C2257,176104.41,Cash
COL802414,2026-02-27 00:00:00,S502810,C2356,207691.62,UPI
COL802415,2026-01-19 00:00:00,S502068,C2150,37318.8,Card
COL802416,2026-05-26 00:00:00,S504774,C2033,201640.75,Cash
COL802417,2026-07-07 00:00:00,S502263,C2115,238213.26,Bank Transfer
COL802418,2026-05-25 00:00:00,S504875,C2412,534119.84,Card
COL802419,2026-05-19 00:00:00,S504659,C2059,32231.13,Card
COL802420,2026-05-23 00:00:00,S501506,C2023,48649.49,Cash
COL802421,2026-07-19 00:00:00,S500935,C2307,402597.16,Bank Transfer
COL802422,2026-04-18 00:00:00,S503559,C2139,397237.93,UPI
COL802423,2026-08-09 00:00:00,S500302,C2192,7278.51,Bank Transfer
COL802424,2026-05-25 00:00:00,S504981,C2335,8419.74,Card
COL802425,2026-03-31 00:00:00,S502082,C2060,421748.71,Cash
COL802426,2026-04-30 00:00:00,S504631,C2308,162133.95,Bank Transfer
COL802427,2026-01-05 00:00:00,S504187,C2429,75286.11,Bank Transfer
COL802428,2026-07-08 00:00:00,S504440,C2318,203659.57,Card
COL802429,2026-05-12 00:00:00,S504647,C2106,56585.16,UPI
COL802430,2026-02-25 00:00:00,S504474,C2010,38151.64,Bank Transfer
COL802431,2026-08-04 00:00:00,S503305,C2309,249896.71,Bank Transfer
COL802432,2026-07-22 00:00:00,S502583,C2053,89160,Cheque
COL802433,2026-08-10 00:00:00,S503351,C2276,39170.08,Card
COL802434,2026-04-14 00:00:00,S500393,C2196,185699.73,Cheque
COL802435,2026-02-17 00:00:00,S503222,C2246,11080.13,Card
COL802436,2026-02-17 00:00:00,S505081,C2277,146549.79,Card
COL802437,2026-06-12 00:00:00,S505032,C2189,67066.41,Cheque
COL802438,2026-08-24 00:00:00,S503662,C2321,339388.55,UPI
COL802439,2026-09-05 00:00:00,S502847,C2201,37399.91,UPI
COL802440,2026-04-19 00:00:00,S502069,C2264,177733.37,Card
COL802441,2026-06-10 00:00:00,S501379,C2321,43314.11,Cheque
COL802442,2026-04-10 00:00:00,S501628,C2321,478429.07,Bank Transfer
COL802443,2026-01-21 00:00:00,S504449,C2433,190540.41,Card
COL802444,2026-04-12 00:00:00,S502849,C2152,171892.07,Card
COL802445,2026-01-05 00:00:00,S500141,C2122,800350.62,Cash
COL802446,2026-07-11 00:00:00,S504848,C2390,102170.65,UPI
COL802447,2026-07-16 00:00:00,S504191,C2191,554714,Cheque
COL802448,2026-05-29 00:00:00,S502464,C2018,20846.09,Bank Transfer
COL802449,2026-03-30 00:00:00,S501841,C2084,352932.29,Bank Transfer
COL802450,2026-03-15 00:00:00,S502349,C2010,92209.35,Card
COL802451,2026-05-02 00:00:00,S503419,C2184,341840.21,Bank Transfer
COL802452,2026-07-30 00:00:00,S501553,C2342,40523,Bank Transfer
COL802453,2026-06-09 00:00:00,S502201,C2054,91952.33,Card
COL802454,2026-05-26 00:00:00,S503438,C2046,146406.02,UPI
COL802455,2026-02-27 00:00:00,S500851,C2031,205404.45,Cash
COL802456,2026-04-08 00:00:00,S504806,C2115,593452.51,UPI
COL802457,2026-08-28 00:00:00,S502058,C2055,526345.32,UPI
COL802458,2026-03-20 00:00:00,S500566,C2440,191104.31,Cash
COL802459,2026-06-01 00:00:00,S501274,C2270,78020.57,Card
COL802460,2026-01-05 00:00:00,S502370,C2057,148038.05,UPI
COL802461,2026-05-07 00:00:00,S503882,C2341,36336.78,Cheque
COL802462,2026-06-30 00:00:00,S502720,C2075,3573.45,Cheque
COL802463,2026-09-03 00:00:00,S501243,C2361,607149.99,Cash
COL802464,2026-04-06 00:00:00,S504043,C2007,160445.61,Cheque
COL802465,2026-07-20 00:00:00,S503651,C2278,80585.21,Card
COL802466,2026-07-02 00:00:00,S504244,C2220,135455.59,Bank Transfer
COL802467,2026-05-13 00:00:00,S505051,C2261,435526.64,Card
COL802468,2026-07-16 00:00:00,S501397,C2074,94474.26,Cash
COL802469,2026-05-02 00:00:00,S502451,C2431,196037.54,Bank Transfer
COL802470,2026-06-18 00:00:00,S503497,C2025,266692.73,Cheque
COL802471,2026-08-21 00:00:00,S500024,C2034,82786.4,UPI
COL802472,2026-04-08 00:00:00,S502628,C2283,133926.16,Cheque
COL802473,2026-05-15 00:00:00,S502857,C2234,11561.25,Card
COL802474,2026-03-31 00:00:00,S500941,C2188,55386.99,Card
COL802475,2026-05-09 00:00:00,S501095,C2033,311350.47,Cash
COL802476,2026-02-21 00:00:00,S500972,C2420,33618.6,UPI
COL802477,2026-04-08 00:00:00,S504265,C2047,69666.09,UPI
COL802478,2026-01-26 00:00:00,S503509,C2075,199519.06,Bank Transfer
COL802479,2026-05-01 00:00:00,S505129,C2068,78672.46,Bank Transfer
COL802480,2026-08-12 00:00:00,S501189,C2319,48322.46,Card
COL802481,2026-07-10 00:00:00,S503477,C2401,124424.09,Cash
COL802482,2026-01-12 00:00:00,S501849,C2134,311370.4,Card
COL802483,2026-03-11 00:00:00,S503544,C2275,150078.57,UPI
COL802484,2026-03-25 00:00:00,S501336,C2133,303291.18,UPI
COL802485,2026-01-19 00:00:00,S502977,C2289,310424.94,Card
COL802486,2026-07-27 00:00:00,S500261,C2341,24374.23,UPI
COL802487,2026-05-12 00:00:00,S503075,C2444,24306.74,Bank Transfer
COL802488,2026-04-06 00:00:00,S501789,C2292,133631.14,UPI
COL802489,2026-07-29 00:00:00,S504509,C2264,102501.11,Bank Transfer
COL802490,2026-01-05 00:00:00,S500413,C2252,373360.53,Cheque
COL802491,2026-05-01 00:00:00,S504347,C2074,97513.72,Cash
COL802492,2026-05-08 00:00:00,S503601,C2180,13434.25,Cash
COL802493,2026-02-23 00:00:00,S502739,C2038,34697.83,UPI
COL802494,2026-08-30 00:00:00,S501624,C2103,94513.88,Cash
COL802495,2026-07-17 00:00:00,S500921,C2368,103593.91,Cheque
COL802496,2026-07-04 00:00:00,S503133,C2412,11330.13,UPI
